0	0	0	-10000	0	0	0
0.1	0	0	-9999.95095	0	0	0.981
0.2	0	0	-9999.8038	0	0	1.962
0.3	0	0	-9999.55855	0	0	2.943
0.4	0	0	-9999.2152	0	0	3.924
0.5	0	0	-9998.77375	0	0	4.905
0.6	0	0	-9998.2342	0	0	5.886
0.7	0	0	-9997.59655	0	0	6.867
0.8	0	0	-9996.8608	0	0	7.848
0.9	0	0	-9996.02695	0	0	8.829
1	0	0	-9995.095	0	0	9.81
1.1	0	0	-9994.06495	0	0	10.791
1.2	0	0	-9992.9368	0	0	11.772
1.3	0	0	-9991.71055	0	0	12.753
1.4	0	0	-9990.3862	0	0	13.734
1.5	0	0	-9988.96375	0	0	14.715
1.6	0	0	-9987.4432	0	0	15.696
1.7	0	0	-9985.82455	0	0	16.677
1.8	0	0	-9984.1078	0	0	17.658
1.9	0	0	-9982.29295	0	0	18.639
2	0	0	-9980.38	0	0	19.62
2.1	0	0	-9978.36895	0	0	20.601
2.2	0	0	-9976.2598	0	0	21.582
2.3	0	0	-9974.05255	0	0	22.563
2.4	0	0	-9971.7472	0	0	23.544
2.5	0	0	-9969.34375	0	0	24.525
2.6	0	0	-9966.8422	0	0	25.506
2.7	0	0	-9964.24255	0	0	26.487
2.8	0	0	-9961.5448	0	0	27.468
2.9	0	0	-9958.74895	0	0	28.449
3	0	0	-9955.855	0	0	29.43
3.1	0	0	-9952.86295	0	0	30.411
3.2	0	0	-9949.7728	0	0	31.392
3.3	0	0	-9946.58455	0	0	32.373
3.4	0	0	-9943.2982	0	0	33.354
3.5	0	0	-9939.91375	0	0	34.335
3.6	0	0	-9936.4312	0	0	35.316
3.7	0	0	-9932.85055	0	0	36.297
3.8	0	0	-9929.1718	0	0	37.278
3.9	0	0	-9925.39495	0	0	38.259
4	0	0	-9921.52	0	0	39.24
4.1	0	0	-9917.54695	0	0	40.221
4.2	0	0	-9913.4758	0	0	41.202
4.3	0	0	-9909.30655	0	0	42.183
4.4	0	0	-9905.0392	0	0	43.164
4.5	0	0	-9900.67375	0	0	44.145
4.6	0	0	-9896.2102	0	0	45.126
4.7	0	0	-9891.64855	0	0	46.107
4.8	0	0	-9886.9888	0	0	47.088
4.9	0	0	-9882.23095	0	0	48.069
5	0	0	-9877.375	0	0	49.05
5.1	0	0	-9872.42095	0	0	50.031
5.2	0	0	-9867.3688	0	0	51.012
5.3	0	0	-9862.21855	0	0	51.993
5.4	0	0	-9856.9702	0	0	52.974
5.5	0	0	-9851.62375	0	0	53.955
5.6	0	0	-9846.1792	0	0	54.936
5.7	0	0	-9840.63655	0	0	55.917
5.8	0	0	-9834.9958	0	0	56.898
5.9	0	0	-9829.25695	0	0	57.879
6	0	0	-9823.42	0	0	58.86
6.1	0	0	-9817.48495	0	0	59.841
6.2	0	0	-9811.4518	0	0	60.822
6.3	0	0	-9805.32055	0	0	61.803
6.4	0	0	-9799.0912	0	0	62.784
6.5	0	0	-9792.76375	0	0	63.765
6.6	0	0	-9786.3382	0	0	64.746
6.7	0	0	-9779.81455	0	0	65.727
6.8	0	0	-9773.1928	0	0	66.708
6.9	0	0	-9766.47295	0	0	67.689
7	0	0	-9759.655	0	0	68.67
7.1	0	0	-9752.73895	0	0	69.651
7.2	0	0	-9745.7248	0	0	70.632
7.3	0	0	-9738.61255	0	0	71.613
7.4	0	0	-9731.4022	0	0	72.594
7.5	0	0	-9724.09375	0	0	73.575
7.6	0	0	-9716.6872	0	0	74.556
7.7	0	0	-9709.18255	0	0	75.537
7.8	0	0	-9701.5798	0	0	76.518
7.9	0	0	-9693.87895	0	0	77.499
8	0	0	-9686.08	0	0	78.4799999999999
8.1	0	0	-9678.18295	0	0	79.461
8.2	0	0	-9670.1878	0	0	80.442
8.3	0	0	-9662.09455	0	0	81.423
8.4	0	0	-9653.9032	0	0	82.404
8.5	0	0	-9645.61375	0	0	83.385
8.6	0	0	-9637.2262	0	0	84.366
8.7	0	0	-9628.74055	0	0	85.347
8.8	0	0	-9620.1568	0	0	86.328
8.9	0	0	-9611.47495	0	0	87.309
9	0	0	-9602.695	0	0	88.29
9.1	0	0	-9593.81695	0	0	89.2709999999999
9.2	0	0	-9584.8408	0	0	90.2519999999999
9.3	0	0	-9575.76655	0	0	91.233
9.4	0	0	-9566.5942	0	0	92.214
9.5	0	0	-9557.32375	0	0	93.1949999999999
9.6	0	0	-9547.9552	0	0	94.176
9.7	0	0	-9538.48855	0	0	95.1569999999999
9.8	0	0	-9528.9238	0	0	96.1379999999999
9.9	0	0	-9519.26095	0	0	97.119
10	0	0	-9509.5	0	0	98.1
10.1	0	0	-9499.64095	0	0	99.081
10.2	0	0	-9489.6838	0	0	100.062
10.3	0	0	-9479.62855	0	0	101.043
10.4	0	0	-9469.4752	0	0	102.024
10.5	0	0	-9459.22375	0	0	103.005
10.6	0	0	-9448.8742	0	0	103.986
10.7	0	0	-9438.42655	0	0	104.967
10.8	0	0	-9427.8808	0	0	105.948
10.9	0	0	-9417.23695	0	0	106.929
11	0	0	-9406.495	0	0	107.91
11.1	0	0	-9395.65495	0	0	108.891
11.2	0	0	-9384.7168	0	0	109.872
11.3	0	0	-9373.68055	0	0	110.853
11.4	0	0	-9362.5462	0	0	111.834
11.5	0	0	-9351.31375	0	0	112.815
11.6	0	0	-9339.9832	0	0	113.796
11.7	0	0	-9328.55455	0	0	114.777
11.8	0	0	-9317.0278	0	0	115.758
11.9	0	0	-9305.40295	0	0	116.739
12	0	0	-9293.68	0	0	117.72
12.1	0	0	-9281.85895	0	0	118.701
12.2	0	0	-9269.9398	0	0	119.682
12.3	0	0	-9257.92255	0	0	120.663
12.4	0	0	-9245.8072	0	0	121.644
12.5	0	0	-9233.59375	0	0	122.625
12.6	0	0	-9221.2822	0	0	123.606
12.7	0	0	-9208.87255	0	0	124.587
12.8	0	0	-9196.3648	0	0	125.568
12.9	0	0	-9183.75895	0	0	126.549
13	0	0	-9171.055	0	0	127.53
13.1	0	0	-9158.25295	0	0	128.511
13.2	0	0	-9145.3528	0	0	129.492
13.3	0	0	-9132.35455	0	0	130.473
13.4	0	0	-9119.2582	0	0	131.454
13.5	0	0	-9106.06375	0	0	132.435
13.6	0	0	-9092.7712	0	0	133.416
13.7	0	0	-9079.38055	0	0	134.397
13.8	0	0	-9065.8918	0	0	135.378
13.9	0	0	-9052.30495	0	0	136.359
14	0	0	-9038.62	0	0	137.34
14.1	0	0	-9024.83695	0	0	138.321
14.2	0	0	-9010.9558	0	0	139.302
14.3	0	0	-8996.97655	0	0	140.283
14.4	0	0	-8982.8992	0	0	141.264
14.5	0	0	-8968.72375	0	0	142.245
14.6	0	0	-8954.4502	0	0	143.226
14.7	0	0	-8940.07855	0	0	144.207
14.8	0	0	-8925.6088	0	0	145.188
14.9	0	0	-8911.04095	0	0	146.169
15	0	0	-8896.375	0	0	147.15
15.1	0	0	-8881.61095	0	0	148.131
15.2	0	0	-8866.7488	0	0	149.112
15.3	0	0	-8851.78855	0	0	150.093
15.4	0	0	-8836.7302	0	0	151.074
15.5	0	0	-8821.57375	0	0	152.055
15.6	0	0	-8806.3192	0	0	153.036
15.7	0	0	-8790.96655	0	0	154.017
15.8	0	0	-8775.5158	0	0	154.998
15.9	0	0	-8759.96695	0	0	155.979
16	0	0	-8744.32	0	0	156.96
16.1	0	0	-8728.57495	0	0	157.941
16.2	0	0	-8712.7318	0	0	158.922
16.3	0	0	-8696.79055	0	0	159.903
16.4	0	0	-8680.7512	0	0	160.884
16.5	0	0	-8664.61375	0	0	161.865
16.6	0	0	-8648.3782	0	0	162.846
16.7	0	0	-8632.04455	0	0	163.827
16.8	0	0	-8615.6128	0	0	164.808
16.9	0	0	-8599.08295	0	0	165.789
17	0	0	-8582.455	0	0	166.77
17.1	0	0	-8565.72895	0	0	167.751
17.2	0	0	-8548.9048	0	0	168.732
17.3	0	0	-8531.98255	0	0	169.713
17.4	0	0	-8514.9622	0	0	170.694
17.5	0	0	-8497.84375	0	0	171.675
17.6	0	0	-8480.6272	0	0	172.656
17.7	0	0	-8463.31255	0	0	173.637
17.8	0	0	-8445.8998	0	0	174.618
17.9	0	0	-8428.38895	0	0	175.599
18	0	0	-8410.78	0	0	176.58
18.1	0	0	-8393.07295	0	0	177.561
18.2	0	0	-8375.2678	0	0	178.542
18.3	0	0	-8357.36455	0	0	179.523
18.4	0	0	-8339.3632	0	0	180.504
